date,Negative,Neutral,Positive
2025-05-11,18.75,56.25,25.0
2025-05-12,12.5,45.83333333333333,41.66666666666667
2025-05-13,8.928571428571429,41.07142857142857,50.0
2025-05-14,8.771929824561402,43.859649122807014,47.368421052631575
2025-05-15,7.216494845360824,45.36082474226804,47.42268041237113
2025-05-16,15.032679738562091,50.98039215686274,33.98692810457516
2025-05-17,18.30065359477124,41.830065359477125,39.869281045751634
